accepted.name,family,source,organ.rough,application,symptoms.eng,ebds.level2
Blighia sapida K.D.Koenig,Sapindaceae,Nacoulma-Ouédraogo1996,leaves,NA,varicose veins,circulatory system disorders
Blighia sapida K.D.Koenig,Sapindaceae,Nacoulma-Ouédraogo1996,leaves,NA,phlebitis,mental disorders
Blighia sapida K.D.Koenig,Sapindaceae,Nacoulma-Ouédraogo1996,bark,NA,orchitis,mental disorders
Blighia sapida K6nig,Sapindaceae,Alexandre2002,fruits,NA,hypotensive,circulatory system disorders
Blighia sapida K.D.Koenig,Sapindaceae,Nacoulma-Ouédraogo1996,leaves,NA,dizziness,ill-defined symptoms
Bobgunnia madagascariensis (Desv.) J.H.Kirkbr. & Wiersema,Fabaceae,Alexandre2002,bark,NA,jaundice,NA
Bobgunnia madagascariensis (Desv.) J.H.Kirkbr. & Wiersema,Fabaceae,Arbonnier2002,leaves,NA,onchocerciasis,infections/infestations
Bobgunnia madagascariensis (Desv.) J.H.Kirkbr. & Wiersema,Fabaceae,Arbonnier2002,fruits,NA,otitis,mental disorders
Bobgunnia madagascariensis (Desv.) J.H.Kirkbr. & Wiersema,Fabaceae,Arbonnier2002,leaves,NA,rheumatism,NA
Bobgunnia madagascariensis (Desv.) J.H.Kirkbr. & Wiersema,Fabaceae,Arbonnier2002,leaves,NA,convulsions,NA
Bobgunnia madagascariensis (Desv.) J.H.Kirkbr. & Wiersema,Fabaceae,Arbonnier2002,bark,NA,jaundice,NA
Bobgunnia madagascariensis (Desv.) J.H.Kirkbr. & Wiersema,Fabaceae,Arbonnier2002,fruits,NA,dysentery,NA
Bobgunnia madagascariensis (Desv.) J.H. Kirkbr. & Wiersema,Fabaceae,Alexandre2002,bark,NA,jaundice,NA
Bobgunnia madagascariensis (Desv.) J.H.Kirkbr. & Wiersema,Fabaceae,Arbonnier2002,bark,NA,laxatives,digestive system disorders
Bobgunnia madagascariensis (Desv.) J.H.Kirkbr. & Wiersema,Fabaceae,Arbonnier2002,fruits,NA,aches and pains,NA
Bobgunnia madagascariensis (Desv.) J.H.Kirkbr. & Wiersema,Fabaceae,Arbonnier2002,fruits,NA,abortive,NA
Bobgunnia madagascariensis (Desv.) J.H.Kirkbr. & Wiersema,Fabaceae,Arbonnier2002,leaves,NA,jaundice,NA
Bobgunnia madagascariensis (Desv.) J.H.Kirkbr. & Wiersema,Fabaceae,Arbonnier2002,fruits,NA,tired,NA
Bobgunnia madagascariensis (Desv.) J.H.Kirkbr. & Wiersema,Fabaceae,Arbonnier2002,fruits,NA,meadow,NA
Boerhavia diffusa L.,Nyctaginaceae,Nacoulma-Ouédraogo1996,leaves,NA,cough,respiratory system disorders
Boerhavia diffusa L.,Nyctaginaceae,Nacoulma-Ouédraogo1996,leaves,NA,muscle fatigue,NA
Boerhavia diffusa L.,Nyctaginaceae,Nacoulma-Ouédraogo1996,leaves,NA,tapeworm,NA
Boerhavia erecta L.,Nyctaginaceae,Nacoulma-Ouédraogo1996,twigs,NA,generalized edema,NA
Boerhavia diffusa L.,Nyctaginaceae,Nacoulma-Ouédraogo1996,leaves,NA,epilepsy,nervous system disorders
Boerhavia diffusa L.,Nyctaginaceae,Nacoulma-Ouédraogo1996,roots,NA,smallpox,infections/infestations
Boerhavia diffusa L.,Nyctaginaceae,Nacoulma-Ouédraogo1996,roots,NA,spleen,NA
Boerhavia diffusa L.,Nyctaginaceae,Nacoulma-Ouédraogo1996,roots,NA,jaundice,NA
Boerhavia diffusa L.,Nyctaginaceae,Nacoulma-Ouédraogo1996,roots,NA,asthma,respiratory system disorders
Boerhavia diffusa L.,Nyctaginaceae,Nacoulma-Ouédraogo1996,roots,NA,drop,NA
Boerhavia diffusa L.,Nyctaginaceae,Nacoulma-Ouédraogo1996,leaves,NA,inflammation of the spleen,inflammation
Boerhavia diffusa L.,Nyctaginaceae,Nacoulma-Ouédraogo1996,twigs,NA,dyspenia,NA
Boerhavia diffusa L.,Nyctaginaceae,Nacoulma-Ouédraogo1996,twigs,NA,liver cirrhosis,digestive system disorders
Boerhavia diffusa L.,Nyctaginaceae,Nacoulma-Ouédraogo1996,roots,NA,difficult childbirth,NA
Boerhavia erecta L.,Nyctaginaceae,Nacoulma-Ouédraogo1996,twigs,NA,anticonvulsants,mental disorders
Boerhavia erecta L.,Nyctaginaceae,Nacoulma-Ouédraogo1996,twigs,NA,difficult childbirth,NA
Boerhavia erecta L.,Nyctaginaceae,Nacoulma-Ouédraogo1996,twigs,NA,hematuria,genitourinary system disorders
Boerhavia diffusa L.,Nyctaginaceae,Nacoulma-Ouédraogo1996,twigs,NA,diabetes,NA
Boerhavia diffusa L.,Nyctaginaceae,Nacoulma-Ouédraogo1996,roots,NA,snake bite,poisonings
Boerhavia diffusa L.,Nyctaginaceae,Nacoulma-Ouédraogo1996,roots,NA,hematuria,genitourinary system disorders
Boerhavia diffusa L.,Nyctaginaceae,Nacoulma-Ouédraogo1996,leaves,NA,bronchitis,mental disorders
Boerhavia diffusa L.,Nyctaginaceae,Nacoulma-Ouédraogo1996,twigs,NA,urinary diseases,NA
Boerhavia diffusa L.,Nyctaginaceae,Nacoulma-Ouédraogo1996,twigs,NA,peritonitis,NA
Boerhavia diffusa L.,Nyctaginaceae,Nacoulma-Ouédraogo1996,roots,NA,mumps,infections/infestations
Boerhavia diffusa L.,Nyctaginaceae,Nacoulma-Ouédraogo1996,twigs,NA,prostatic adenoma,mental disorders
Boerhavia diffusa L.,Nyctaginaceae,Nacoulma-Ouédraogo1996,roots,NA,healing,NA
Boerhavia erecta L.,Nyctaginaceae,Nacoulma-Ouédraogo1996,twigs,NA,convulsive seizures,NA
Boerhavia erecta L.,Nyctaginaceae,Nacoulma-Ouédraogo1996,twigs,NA,spasmolytics,NA
Boerhavia coccinea Mill.,Nyctaginaceae,Krohmer2004,leaves,NA,erectile dysfunction,abnormalities
Boerhavia diffusa L.,Nyctaginaceae,Nacoulma-Ouédraogo1996,twigs,NA,epilepsy,nervous system disorders
Boerhavia diffusa L.,Nyctaginaceae,Nacoulma-Ouédraogo1996,twigs,NA,diarrhea,digestive system disorders
Boerhavia erecta L.,Nyctaginaceae,Nacoulma-Ouédraogo1996,twigs,NA,nervous malaria in infants,infections/infestations
Boerhavia diffusa L.,Nyctaginaceae,Nacoulma-Ouédraogo1996,twigs,NA,spleen,NA
Boerhavia erecta L.,Nyctaginaceae,Nacoulma-Ouédraogo1996,twigs,NA,purifying,NA
Boerhavia diffusa L.,Nyctaginaceae,Nacoulma-Ouédraogo1996,twigs,NA,ascites,NA
Boerhavia erecta L.,Nyctaginaceae,Nacoulma-Ouédraogo1996,twigs,NA,diuretics,NA
Boerhavia diffusa L.,Nyctaginaceae,Nacoulma-Ouédraogo1996,roots,NA,antiseptic,NA
Boerhavia diffusa L.,Nyctaginaceae,Nacoulma-Ouédraogo1996,twigs,NA,edema,NA
Bombax costatum Pellegr. & Vuill.,Malvaceae,Nacoulma-Ouédraogo1996,leaves,NA,ringworm,infections/infestations
Bombax costatum Pellegr. & Vuill.,Malvaceae,Nacoulma-Ouédraogo1996,leaves,NA,edema,NA
Bombax costatum Pellegr. & Vuill.,Malvaceae,Zerbo2011,leaves,NA,respiratory problems,mental disorders
Bombax costatum Pellegr. & Vuill.,Malvaceae,Nacoulma-Ouédraogo1996,leaves,NA,convulsions,NA
Bombax costatum Pellegr. & Vuill.,Malvaceae,Nacoulma-Ouédraogo1996,leaves,NA,agalactia,NA
Bombax costatum Pellegr. & Vuill.,Malvaceae,Nacoulma-Ouédraogo1996,leaves,NA,retention of placenta,skin/subcutaneous cellular tissue disorders
Bombax costatum Pellegr. & Vuill.,Malvaceae,Nacoulma-Ouédraogo1996,bark,NA,agalactia,NA
Bombax costatum Pellegr. & Vuill.,Malvaceae,Nacoulma-Ouédraogo1996,leaves,NA,alopecia from the scalp,NA
Bombax costatum Pellegr. & Vuill.,Malvaceae,Nacoulma-Ouédraogo1996,leaves,NA,myalgia,NA
Bombax costatum Pellegr. & Vuill.,Malvaceae,Nacoulma-Ouédraogo1996,flowers,NA,spasmolytic,NA
Bombax costatum Pellegr. & Vuill.,Malvaceae,Zerbo2011,bark,NA,digestive disorders,NA
Bombax costatum Pellegr. & Vuill.,Malvaceae,Nacoulma-Ouédraogo1996,seeds,NA,abscess,NA
Bombax costatum Pellegr. & Vuill.,Malvaceae,Nacoulma-Ouédraogo1996,leaves,NA,cough,respiratory system disorders
Bombax costatum Pellegr. & Vuill.,Malvaceae,Nacoulma-Ouédraogo1996,leaves,NA,diarrhea,digestive system disorders
Bombax costatum Pellegr. & Vuill.,Malvaceae,Nacoulma-Ouédraogo1996,leaves,NA,intercostal pain,pain
Bombax costatum Pellegr. & Vuill.,Malvaceae,Nacoulma-Ouédraogo1996,flowers,NA,hoquet,NA
Bombax costatum Pellgr et Vuill.,Malvaceae,Guinko1993,leaves,NA,jaundice,NA
Bombax costatum Pellegr. & Vuill.,Malvaceae,Nacoulma-Ouédraogo1996,leaves,NA,fever,infections/infestations
Bombax costatum Pellegr. & Vuill.,Malvaceae,Nacoulma-Ouédraogo1996,resin/latex/juice,NA,ulcers,skin/subcutaneous cellular tissue disorders
Bombax costatum Pellegr. & Vuill.,Malvaceae,Zerbo2011,leaves,NA,infections and infestations,infections/infestations
Bombax costatum Pellegr. & Vuill.,Malvaceae,Zerbo2011,bark,NA,respiratory problems,mental disorders
Bombax costatum Pellegr. & Vuill.,Malvaceae,Nacoulma-Ouédraogo1996,seeds,NA,whitlow,skin/subcutaneous cellular tissue disorders
Bombax costatum Pellegr. & Vuill.,Malvaceae,Nacoulma-Ouédraogo1996,leaves,NA,gonorrhea,infections/infestations
Bombax costatum Pellegr. & Vuill.,Malvaceae,Nacoulma-Ouédraogo1996,bark,NA,measles,infections/infestations
Bombax costatum Pellegr. & Vuill.,Malvaceae,Nacoulma-Ouédraogo1996,bark,NA,cough,respiratory system disorders
Bombax costatum Pellegr. & Vuill.,Malvaceae,Nacoulma-Ouédraogo1996,bark,NA,amenorrhea,genitourinary system disorders
Bombax costatum Pellgr et Vuill.,Malvaceae,Guinko1993,bark,NA,headache,skin/subcutaneous cellular tissue disorders
Bombax costatum Pellegr. & Vuill.,Malvaceae,Nacoulma-Ouédraogo1996,bark,NA,syphilis,infections/infestations
Bombax costatum Pellegr. & Vuill.,Malvaceae,Guinko1993,leaves,NA,jaundice,NA
Bombax costatum Pellegr. & Vuill.,Malvaceae,Zerbo2011,leaves,NA,digestive disorders,NA
Bombax costatum Pellegr. & Vuill.,Malvaceae,Zerbo2011,bark,NA,infections and infestations,infections/infestations
Bombax costatum Pellegr. & Vuillet,Malvaceae,Zerbo2007,resin/latex/juice,NA,bilharzia,NA
Bombax costatum Pellegr. & Vuill.,Malvaceae,Nacoulma-Ouédraogo1996,bark,NA,pertussis,NA
Bombax costatum Pellegr. & Vuill.,Malvaceae,Nadembega2011,bark,decoction,nightmares,mental disorders
Bombax costatum Pellegr. & Vuill.,Malvaceae,Nacoulma-Ouédraogo1996,bark,NA,enuresis,NA
Bombax costatum Pellegr. & Vuill.,Malvaceae,Guinko1993,resin/latex/juice,NA,dysentery,NA
Bombax costatum Pellegr. & Vuill.,Malvaceae,Nacoulma-Ouédraogo1996,bark,NA,asthenia,NA
Bombax costatum Pellegr. & Vuill.,Malvaceae,Nacoulma-Ouédraogo1996,seeds,NA,boils,skin/subcutaneous cellular tissue disorders
Bombax costatum Pellegr. & Vuill.,Malvaceae,Zerbo2007,resin/latex/juice,NA,bilharzia,NA
Bombax costatum Pellegr. & Vuill.,Malvaceae,Nacoulma-Ouédraogo1996,bark,NA,anorexia,NA
Bombax costatum Pellegr. & Vuill.,Malvaceae,Nadembega2011,bark,NA,mental disorders,mental disorders
Bombax costatum Pellegr. & Vuill.,Malvaceae,Nacoulma-Ouédraogo1996,bark,NA,fever,infections/infestations
Bombax costatum Pellgr et Vuill.,Malvaceae,Guinko1993,resin/latex/juice,NA,dysentery,NA
Bombax costatum Pellegr. & Vuill.,Malvaceae,Guinko1993,bark,NA,headache,skin/subcutaneous cellular tissue disorders
Bombax costatum Pellegr. & Vuill.,Malvaceae,Nacoulma-Ouédraogo1996,bark,NA,dysmenorrhea,genitourinary system disorders
Bombax costatum Pellegr. & Vuill.,Malvaceae,Nadembega2011,bark,NA,anemia,NA
Bombax costatum Pellegr. & Vuill.,Malvaceae,Nacoulma-Ouédraogo1996,bark,NA,abdominal bloating,digestive system disorders
Bombax costatum Pellegr. & Vuill.,Malvaceae,Nacoulma-Ouédraogo1996,bark,NA,staturo-weight delays,NA
Bombax costatum Pellegr. & Vuill.,Malvaceae,Nadembega2011,bark,NA,itch,NA
Borassus aethiopum Mart.,Arecaceae,Arbonnier2002,roots,NA,extinction of the voice,NA
Borassus aethiopum Mart.,Arecaceae,Nacoulma-Ouédraogo1996,fruits,NA,tonics,NA
Borassus aethiopum Mart.,Arecaceae,Nacoulma-Ouédraogo1996,fruits,NA,gibbosity,NA
Borassus aethiopum Mart.,Arecaceae,Nacoulma-Ouédraogo1996,inflorescences,NA,scabies,NA
Borassus aethiopum Mart.,Arecaceae,Zerbo2011,fruits,NA,infections and infestations,infections/infestations
Borassus aethiopum Mart.,Arecaceae,Nacoulma-Ouédraogo1996,inflorescences,NA,measles,infections/infestations
Borassus aethiopum Mart.,Arecaceae,Arbonnier2002,roots,NA,bronchitis,mental disorders
Borassus akeassii Bayton. Ouédr. & Guinko,Arecaceae,Arbonnier2002,inflorescences,NA,diuretic,NA
Borassus aethiopum Mart.,Arecaceae,Nadembega2011,subterraneous storage,NA,malaria,infections/infestations
Borassus aethiopum Mart.,Arecaceae,Krohmer2004,fruits,NA,stomach aches with convulsion,NA
Borassus aethiopum Mart.,Arecaceae,Nadembega2011,subterraneous storage,maceration,children rectal inflammation,inflammation
Borassus aethiopum Mart.,Arecaceae,Alexandre2002,roots,NA,medicine,NA
Borassus aethiopum Mart.,Arecaceae,Nacoulma-Ouédraogo1996,fruits,NA,calming,NA
Borassus aethiopum Mart.,Arecaceae,Zerbo2011,fruits,NA,skin disorders,NA
Borassus aethiopum Mart.,Arecaceae,Zerbo2011,leaves,NA,infections and infestations,infections/infestations
Borassus aethiopum Mart.,Arecaceae,Nacoulma-Ouédraogo1996,inflorescences,NA,ringworm,infections/infestations
Borassus aethiopum Mart.,Arecaceae,Arbonnier2002,roots,NA,respiratory problems,mental disorders
Borassus aethiopum Mart.,Arecaceae,Nacoulma-Ouédraogo1996,inflorescences,NA,herpes,NA
Borassus aethiopum Mart.,Arecaceae,Zerbo2007,inflorescences,NA,tinea of the head,NA
Borassus aethiopum Mart.,Arecaceae,Nacoulma-Ouédraogo1996,inflorescences,NA,eschares,NA
Borassus aethiopum Mart.,Arecaceae,Nacoulma-Ouédraogo1996,inflorescences,NA,cutaneous mycoses,skin/subcutaneous cellular tissue disorders
Borassus aethiopum Mart.,Arecaceae,Zerbo2011,leaves,NA,skin disorders,NA
Borassus aethiopum Mart.,Arecaceae,Arbonnier2002,roots,NA,sore throat,skin/subcutaneous cellular tissue disorders
Borassus akeassii Bayton. Ouédr. & Guinko,Arecaceae,Arbonnier2002,resin/latex/juice,NA,aphrodisiac,genitourinary system disorders
Boscia senegalensis (Pers.) Lam.,Capparaceae,Nacoulma-Ouédraogo1996,roots,NA,agalactia,NA
Boscia senegalensis (Pers.) Lam.,Capparaceae,Nadembega2011,seeds,NA,sexual asthenia,NA
Boscia salicifolia Oliv.,Capparaceae,Arbonnier2002,leaves,NA,rashes,skin/subcutaneous cellular tissue disorders
Boscia senegalensis (Pers.) Lam.,Capparaceae,Nacoulma-Ouédraogo1996,leaves,NA,hemoglobinuric fever,infections/infestations
Boscia senegalensis (Pers.) Lam.,Capparaceae,Nacoulma-Ouédraogo1996,seeds,NA,spasms of the stomach,muscular-skeletal system disorders
Boscia angustifolia A.Rich.,Capparaceae,Kerharo & Adam1974,bark,NA,ophthalmia,NA
Boscia angustifolia,Capparaceae,Millogo1996,fruits,NA,laxatives,digestive system disorders
Boscia salicifolia Oliv.,Capparaceae,Arbonnier2002,bark,NA,conjunctivitis,mental disorders
Boscia senegalensis (Pers.) Lam.,Capparaceae,Nacoulma-Ouédraogo1996,seeds,NA,dry colic,digestive system disorders
Boscia senegalensis (Pers.) Lam.,Capparaceae,Nacoulma-Ouédraogo1996,leaves,NA,asthenia,NA
Boscia senegalensis (Pers.) Lam.,Capparaceae,Nacoulma-Ouédraogo1996,leaves,NA,ulcers,skin/subcutaneous cellular tissue disorders
Boscia senegalensis (Pers.) Lam.,Capparaceae,Nadembega2011,seeds,powder,hernia,digestive system disorders
Boscia salicifolia Oliv.,Capparaceae,Arbonnier2002,leaves,NA,wounds,injuries
Boscia salicifolia Oliv.,Capparaceae,Arbonnier2002,leaves,NA,hemorrhoids,circulatory system disorders
Boscia senegalensis (Pers.) Lam.,Capparaceae,Nacoulma-Ouédraogo1996,leaves,NA,menorrhagia,genitourinary system disorders
Boscia senegalensis (Pers.) Lam.,Capparaceae,Nacoulma-Ouédraogo1996,bark,NA,neuralgia,NA
Boscia senegalensis (Pers.) Lam.,Capparaceae,Nadembega2011,roots,NA,sexual asthenia,NA
Boscia senegalensis (Pers.) Lam.,Capparaceae,Nacoulma-Ouédraogo1996,leaves,NA,neuralgia,NA
Boscia salicifolia Oliv.,Capparaceae,Arbonnier2002,bark,NA,aphrodisiacs,genitourinary system disorders
Boscia angustifolia A. Rich.,Capparaceae,Zerbo2011,leaves,NA,infections and infestations,infections/infestations
Boscia senegalensis (Pers.) Lam.ex Poiret,Capparaceae,Alexandre2002,wood,NA,toothbrush,NA
Boscia angustifolia A.Rich.,Capparaceae,Kerharo & Adam1974,bark,NA,headache,skin/subcutaneous cellular tissue disorders
Boscia senegalensis (Pers.) Lam.,Capparaceae,Nacoulma-Ouédraogo1996,bark,NA,analgesic,pain
Boscia senegalensis (Pers.) Lam.,Capparaceae,Nacoulma-Ouédraogo1996,leaves,NA,colic,digestive system disorders
Boscia senegalensis (Pers.) Lam.,Capparaceae,Nacoulma-Ouédraogo1996,leaves,NA,pernicious access,skin/subcutaneous cellular tissue disorders
Boscia salicifolia Oliv.,Capparaceae,Arbonnier2002,leaves,NA,galactogens,NA
Boscia angustifolia A.Rich.,Capparaceae,Kerharo & Adam1974,bark,NA,swollen feet,NA
Boscia senegalensis (Pers.) Lam.,Capparaceae,Nacoulma-Ouédraogo1996,roots,NA,incapacity,NA
Boscia salicifolia Oliv.,Capparaceae,Arbonnier2002,bark,NA,rheumatism,NA
Boscia senegalensis (Pers.) Lam.,Capparaceae,Nacoulma-Ouédraogo1996,seeds,NA,enteralgia,NA
Boscia senegalensis (Pers.) Lam.,Capparaceae,Nacoulma-Ouédraogo1996,leaves,NA,worm of guinea,NA
Boscia senegalensis (Pers.) Lam.,Capparaceae,Alexandre2002,leaves,NA,colic,digestive system disorders
Boscia senegalensis (Pers.) Lam.,Capparaceae,Nacoulma-Ouédraogo1996,leaves,NA,arthrosis,NA
Boscia senegalensis (Pers.) Lam.,Capparaceae,Nacoulma-Ouédraogo1996,leaves,NA,stomach spasms,muscular-skeletal system disorders
Boscia angustifolia A.Rich.,Capparaceae,Kerharo & Adam1974,bark,NA,stiffness of the neck,NA
Boscia senegalensis (Pers.) Lam.,Capparaceae,Nacoulma-Ouédraogo1996,leaves,NA,swollen,NA
Boscia senegalensis (Pers.) Lam.,Capparaceae,Alexandre2002,wood,NA,toothbrush,NA
Boscia senegalensis (Pers.) Lam.ex Poiret,Capparaceae,Alexandre2002,leaves,NA,colic,digestive system disorders
Boscia salicifolia Oliv.,Capparaceae,Arbonnier2002,roots,NA,aphrodisiacs,genitourinary system disorders
Boscia senegalensis (Pers.) Lam.,Capparaceae,Nacoulma-Ouédraogo1996,leaves,NA,ophthalmia,NA
Boscia senegalensis (Pers.) Lam.,Capparaceae,Nadembega2011,roots,NA,malaria,infections/infestations
Boscia senegalensis (Pers.) Lam.,Capparaceae,Nadembega2011,seeds,NA,malaria,infections/infestations
Boscia senegalensis (Pers.) Lam.,Capparaceae,Nacoulma-Ouédraogo1996,leaves,NA,enteralgia,NA
Boscia senegalensis (Pers.) Lam.,Capparaceae,Nadembega2011,seeds,NA,diarrhea,digestive system disorders
Boscia senegalensis (Pers.) Lam.,Capparaceae,Nacoulma-Ouédraogo1996,leaves,NA,bilharzia,NA
Boscia senegalensis (Pers.) Lam.,Capparaceae,Nacoulma-Ouédraogo1996,leaves,NA,gonarthrosis,NA
Boscia senegalensis (Pers.) Lam.,Capparaceae,Nacoulma-Ouédraogo1996,roots,NA,frigidity,NA
Boscia angustifolia A.Rich.,Capparaceae,Kerharo & Adam1974,bark,NA,kidney disease,NA
Boscia angustifolia A.Rich.,Capparaceae,Zerbo2011,leaves,NA,infections and infestations,infections/infestations
Boscia senegalensis (Pers.) Lam.,Capparaceae,Nacoulma-Ouédraogo1996,roots,NA,sexual asthenia,NA
Boscia senegalensis (Pers.) Lam.,Capparaceae,Nacoulma-Ouédraogo1996,bark,NA,depurative,digestive system disorders
Boscia angustifolia A.Rich.,Capparaceae,Arbonnier2002,roots,NA,sexual impotence,genitourinary system disorders
Boscia senegalensis (Pers.) Lam.,Capparaceae,Nacoulma-Ouédraogo1996,roots,NA,intestinal parasites,NA
Boscia angustifolia A.Rich.,Capparaceae,Millogo1996,fruits,NA,laxatives,digestive system disorders
Boscia senegalensis (Pers.) Lam.,Capparaceae,Nadembega2011,roots,powder,hernia,digestive system disorders
Boscia senegalensis (Pers.) Lam.,Capparaceae,Nadembega2011,roots,NA,diarrhea,digestive system disorders
Boscia senegalensis (Pers.) Lam.,Capparaceae,Nacoulma-Ouédraogo1996,leaves,NA,jaundice,NA
Boscia senegalensis (Pers.) Lam.,Capparaceae,Nacoulma-Ouédraogo1996,leaves,NA,jaundice,NA
Boscia salicifolia Oliv.,Capparaceae,Arbonnier2002,twigs,NA,galactogens,NA
Boscia senegalensis (Pers.) Lam.,Capparaceae,Nacoulma-Ouédraogo1996,bark,NA,malaria,infections/infestations
Boswellia dalzielii Hutch.,Burseraceae,Nadembega2011,bark,powder,hemostatic,NA
Boswellia dalzielii Hutch.,Burseraceae,Tapsoba2006,roots,NA,gingivitis,mental disorders
Boswellia dalzielii Hutch.,Burseraceae,Tapsoba2006,bark,NA,hemorrhoids,circulatory system disorders
Boswellia dalzielii Hutch.,Burseraceae,Tapsoba2006,bark,NA,pleurisy,NA
Boswellia dalzielii Hutch.,Burseraceae,Tapsoba2006,bark,NA,toothache,skin/subcutaneous cellular tissue disorders
Boswellia dalzielii Hutch.,Burseraceae,Tapsoba2006,bark,NA,gingivitis,mental disorders
Boswellia dalzielii Hutch.,Burseraceae,Tapsoba2006,bark,NA,sores,skin/subcutaneous cellular tissue disorders
Boswellia dalzielii Hutch.,Burseraceae,Tapsoba2006,resin/latex/juice,NA,healing,NA
Boswellia dalzielii Hutch.,Burseraceae,Tapsoba2006,twigs,NA,migraines,NA
Boswellia dalzielii Hutch.,Burseraceae,Tapsoba2006,twigs,NA,cervical adenitis,mental disorders
Boswellia dalzielii Hutch.,Burseraceae,Tapsoba2006,bark,NA,antiseptic,NA
Boswellia dalzielii Hutch.,Burseraceae,Tapsoba2006,roots,NA,toothache,skin/subcutaneous cellular tissue disorders
Boswellia dalzielii Hutch.,Burseraceae,Tapsoba2006,bark,NA,asthma,respiratory system disorders
Boswellia dalzielii Hutch.,Burseraceae,jansen2010,leaves,decoction,malaria,infections/infestations
Boswellia dalzielii Hutch.,Burseraceae,Tapsoba2006,bark,NA,malaria with gastrointestinal pain,NA
Boswellia dalzielii Hutch.,Burseraceae,Nadembega2011,bark,NA,mental disorders,mental disorders
Boswellia dalzielii Hutch.,Burseraceae,Tapsoba2006,twigs,NA,analgesics,NA
Boswellia dalzielii Hutch.,Burseraceae,Tapsoba2006,bark,NA,ulcers,skin/subcutaneous cellular tissue disorders
Boswellia dalzielii Hutch.,Burseraceae,Tapsoba2006,bark,NA,anticatarrhal,mental disorders
Boswellia dalzielii Hutch.,Burseraceae,Tapsoba2006,twigs,NA,anti-inflammatory,inflammation
Boswellia dalzielii Hutch.,Burseraceae,Tapsoba2006,resin/latex/juice,NA,analgesic,pain
