accepted.name,family,source,organ.rough,application,symptoms.eng,ebds.level2
Trichilia emetica Vahl,Meliaceae,Nadembega2011,roots,NA,stomach ache,skin/subcutaneous cellular tissue disorders
Trichilia emetica Vahl,Meliaceae,Nacoulma-Ouédraogo1996,twigs,NA,yellow fever,infections/infestations
Trichilia emetica Vahl,Meliaceae,Nacoulma-Ouédraogo1996,twigs,NA,hookworm,NA
Trichilia emetica Vahl,Meliaceae,Nacoulma-Ouédraogo1996,bark,NA,counterpoison,NA
Trichilia emetica Vahl,Meliaceae,Kirstensen2003,roots,NA,children withaout appetite,metabolic system disorders
Trichilia emetica Vahl,Meliaceae,Nacoulma-Ouédraogo1996,twigs,NA,pneumopathy,muscular-skeletal system disorders
Trichilia emetica Vahl,Meliaceae,Nacoulma-Ouédraogo1996,twigs,NA,headache,skin/subcutaneous cellular tissue disorders
Trichilia emetica Vahl,Meliaceae,Nacoulma-Ouédraogo1996,twigs,NA,malaria,infections/infestations
Trichilia emetica Vahl,Meliaceae,Kirstensen2003,roots,NA,stomach ache,skin/subcutaneous cellular tissue disorders
Trichilia emetica Vahl,Meliaceae,Nadembega2011,roots,decoction,diuretic,NA
Trichilia emetica Vahl,Meliaceae,Kirstensen2003,roots,NA,for good health,NA
Trichilia emetica Vahl,Meliaceae,Nadembega2011,roots,NA,obesity,nutritional disorders
Trichilia emetica Vahl,Meliaceae,Tapsoba2006,roots,NA,oral sores,skin/subcutaneous cellular tissue disorders
Tridax procumbens L.,Asteraceae,Nacoulma-Ouédraogo1996,roots,NA,diuretic,NA
Tridax procumbens L.,Asteraceae,Nacoulma-Ouédraogo1996,entire plant,NA,anuria,genitourinary system disorders
Tridax procumbens L.,Asteraceae,Nacoulma-Ouédraogo1996,entire plant,NA,rebellious and chronic jaundice,nutritional disorders
Tridax procumbens L.,Asteraceae,Bangou2011,entire plant,NA,icterus,NA
Tridax procumbens L.,Asteraceae,Nacoulma-Ouédraogo1996,roots,NA,choleretic,NA
Tridax procumbens L.,Asteraceae,Nacoulma-Ouédraogo1996,entire plant,NA,hepatitis,NA
Triumfetta rhomboidea Jacq.,Malvaceae,Nacoulma-Ouédraogo1996,twigs,NA,astringent,skin/subcutaneous cellular tissue disorders
Triumfetta rhomboidea Jacq.,Malvaceae,Nacoulma-Ouédraogo1996,twigs,NA,spasmolytic,NA
Triumfetta rhomboidea Jacq.,Malvaceae,Nacoulma-Ouédraogo1996,twigs,NA,vomiting,digestive system disorders
Triumfetta rhomboidea Jacq.,Malvaceae,Nacoulma-Ouédraogo1996,twigs,NA,dysentery,NA
Triumfetta rhomboidea Jacq.,Malvaceae,Nacoulma-Ouédraogo1996,twigs,NA,diarrhea,digestive system disorders
Triumfetta rhomboidea Jacq.,Malvaceae,Nacoulma-Ouédraogo1996,twigs,NA,hta,NA
Triumfetta rhomboidea Jacq.,Malvaceae,Nacoulma-Ouédraogo1996,twigs,NA,hypotensive,circulatory system disorders
Tylophora oblonga N.E.Br.,Apocynaceae,Ouoba2006,twigs,NA,chronic wound,NA
Tylophora oculata N.E.Br.,Apocynaceae,Ouoba2006,leaves,NA,medicine,NA
Tylophora oblonga,Apocynaceae,Ouoba2006,leaves,NA,chronic wounds,NA
Tylophora oculata,Apocynaceae,Ouoba2006,leaves,NA,medicine,NA
Tylophora oblonga,Apocynaceae,Ouoba2006,twigs,NA,chronic wound,NA
Tylophora oblonga N.E.Br.,Apocynaceae,Ouoba2006,leaves,NA,chronic wounds,NA
Uapaca togoensis Pax,Phyllanthaceae,Olivier2012,leaves,NA,traditional medicine,NA
Uapaca togoensis Pax,Phyllanthaceae,Arbonnier2002,twigs,NA,boil,skin/subcutaneous cellular tissue disorders
Uapaca togoensis Pax,Phyllanthaceae,Arbonnier2002,bark,NA,jaundice,NA
Uapaca togoensis Pax,Phyllanthaceae,Arbonnier2002,bark,NA,fever,infections/infestations
Uapaca togoensis Pax,Phyllanthaceae,Arbonnier2002,leaves,NA,tired,NA
Uapaca togoensis Pax,Phyllanthaceae,Arbonnier2002,twigs,NA,female fertility,genitourinary system disorders
Uapaca togoensis,Phyllanthaceae,Ouoba2006,leaves,NA,rheumatoid arthritis,NA
Uapaca togoensis Pax,Phyllanthaceae,Ouoba2006,leaves,NA,rheumatoid arthritis,NA
Uapaca togoensis Pax,Phyllanthaceae,Arbonnier2002,bark,NA,weakness,skin/subcutaneous cellular tissue disorders
Uraria picta (Jacq.) DC.,Fabaceae,Berhaut1976,leaves,NA,heart diseases,circulatory system disorders
Uraria picta (Jacq.) DC.,Fabaceae,Berhaut1976,entire plant,NA,snake bites,poisonings
Uraria picta (Jacq.) DC.,Fabaceae,Berhaut1976,leaves,NA,scorpion stings,poisonings
Uraria picta (Jacq.) DC.,Fabaceae,Berhaut1976,roots,NA,aphrodisiacs,genitourinary system disorders
Uraria picta (Jacq.) DC.,Fabaceae,Berhaut1976,leaves,NA,infantile colic,digestive system disorders
Uraria picta (Jacq.) DC.,Fabaceae,Berhaut1976,entire plant,NA,hemorrhoids,circulatory system disorders
Uraria picta (Jacq.) DC.,Fabaceae,Berhaut1976,leaves,NA,gonorrhea,infections/infestations
Usteria guineensis Willd.,Loganiaceae,NA,twigs,NA,malaria,infections/infestations
Usteria guineensis Willd.,Loganiaceae,NA,twigs,NA,fever,infections/infestations
Uvaria chamae P.Beauv.,Annonaceae,Arbonnier2002,bark,NA,hemorrhoids,circulatory system disorders
Uvaria chamae P. Beauv,Annonaceae,Olivier2012,twigs,NA,traditional medicine,NA
Uvaria chamae P.Beauv.,Annonaceae,Ouoba2006,leaves,NA,meadow,NA
Uvaria chamae P.Beauv.,Annonaceae,Arbonnier2002,bark,NA,bleeding from the nose,NA
Uvaria chamae P.Beauv.,Annonaceae,Arbonnier2002,bark,NA,dysentery,NA
Uvaria chamae P.Beauv.,Annonaceae,Ouoba2006,leaves,NA,asthenia,NA
Uvaria chamae P.Beauv.,Annonaceae,Arbonnier2002,roots,NA,dysentery,NA
Uvaria chamae P.Beauv.,Annonaceae,Arbonnier2002,bark,NA,menorrhagia,genitourinary system disorders
Uvaria chamae P.Beauv.,Annonaceae,Olivier2012,twigs,NA,traditional medicine,NA
Uvaria chamae P. Beauv,Annonaceae,Olivier2012,leaves,NA,traditional medicine,NA
Uvaria chamae P.Beauv.,Annonaceae,Arbonnier2002,roots,NA,headache,skin/subcutaneous cellular tissue disorders
Uvaria chamae P.Beauv.,Annonaceae,Arbonnier2002,roots,NA,hemorrhoids,circulatory system disorders
Uvaria chamae,Annonaceae,Ouoba2006,leaves,NA,asthenia,NA
Uvaria chamae P.Beauv.,Annonaceae,Arbonnier2002,leaves,NA,lesions,abnormalities
Uvaria chamae P.Beauv.,Annonaceae,Olivier2012,leaves,NA,traditional medicine,NA
Uvaria chamae P.Beauv.,Annonaceae,Arbonnier2002,leaves,NA,ophthalmia,NA
Uvaria chamae,Annonaceae,Ouoba2006,leaves,NA,meadow,NA
Uvaria chamae P.Beauv.,Annonaceae,Arbonnier2002,roots,NA,gonorrhea,infections/infestations
Uvaria chamae P.Beauv.,Annonaceae,Arbonnier2002,roots,NA,bronchitis,mental disorders
Uvaria chamae P.Beauv.,Annonaceae,Arbonnier2002,roots,NA,intercostal pain,pain
Uvaria chamae P.Beauv.,Annonaceae,Arbonnier2002,roots,NA,female sterility,genitourinary system disorders
Uvaria chamae P.Beauv.,Annonaceae,Arbonnier2002,leaves,NA,wounds,injuries
Vernonia colorata (Willd.) Drake,Asteraceae,Bangou2011,leaves,NA,jaundice,NA
Vernonia colorata (Willd.) Drake,Asteraceae,Nacoulma-Ouédraogo1996,leaves,NA,gonorrhea,infections/infestations
Vernonia colorata (Willd.) Drake,Asteraceae,Nadembega2011,leaves,NA,malaria,infections/infestations
Vernonia colorata (Willd.) Drake,Asteraceae,Nacoulma-Ouédraogo1996,flowers,NA,mycoses,NA
Vernonia colorata (Willd.) Drake,Asteraceae,Zerbo2007,leaves,NA,fever,infections/infestations
Vernonia colorata (Willd.) Drake,Asteraceae,Nacoulma-Ouédraogo1996,leaves,NA,hydrocele,genitourinary system disorders
Vernonia colorata (Willd) Drake,Asteraceae,Bangou2011,leaves,NA,antibiotic,NA
Vernonia colorata (Willd.) Drake,Asteraceae,Olivier2012,leaves,NA,traditional medicine,NA
Vernonia colorata (Willd) Drake,Asteraceae,Bangou2011,flowers,NA,jaundice,NA
Vernonia colorata (Willd.) Drake,Asteraceae,Nacoulma-Ouédraogo1996,roots,NA,fever,infections/infestations
Vernonia colorata (Willd.) Drake,Asteraceae,Bangou2011,leaves,NA,fever,infections/infestations
Vernonia colorata (Willd.) Drake,Asteraceae,Bangou2011,leaves,NA,diarrhea,digestive system disorders
Vernonia colorata (Willd.) Drake,Asteraceae,Nacoulma-Ouédraogo1996,flowers,NA,hydrocele,genitourinary system disorders
Vernonia colorata (Willd) Drake,Asteraceae,Bangou2011,leaves,NA,jaundice,NA
Vernonia adoensis Sch.Bip. ex Walp.,Asteraceae,NA,twigs,NA,jaundice,NA
Vernonia colorata (Willd.) Drake,Asteraceae,Nacoulma-Ouédraogo1996,leaves,NA,gastralgies,NA
Vernonia colorata (Willd.) Drake,Asteraceae,Nacoulma-Ouédraogo1996,roots,NA,impotence of man,genitourinary system disorders
Vernonia colorata (Willd.) Drake,Asteraceae,Nacoulma-Ouédraogo1996,leaves,NA,ascaridiasis,NA
Vernonia colorata (Willd.) Drake,Asteraceae,Nacoulma-Ouédraogo1996,bark,NA,frigidity,NA
Vernonia colorata (Willd.) Drake,Asteraceae,Zerbo2007,leaves,NA,malaria,infections/infestations
Vernonia colorata (Willd.) Drake,Asteraceae,Nacoulma-Ouédraogo1996,leaves,NA,epileptiform seizures,NA
Vernonia colorata (Willd.) Drake,Asteraceae,Nacoulma-Ouédraogo1996,leaves,NA,rashes,skin/subcutaneous cellular tissue disorders
Vernonia colorata (Willd) Drake,Asteraceae,Bangou2011,leaves,NA,fever,infections/infestations
Vernonia colorata (Willd) Drake,Asteraceae,Bangou2011,leaves,NA,diarrhea,digestive system disorders
Vernonia colorata (Willd.) Drake,Asteraceae,Nacoulma-Ouédraogo1996,leaves,NA,jaundice,NA
Vernonia colorata (Willd.) Drake,Asteraceae,Bangou2011,flowers,NA,jaundice,NA
Vernonia colorata (Willd.) Drake,Asteraceae,Bangou2011,flowers,NA,antibiotic,NA
Vernonia colorata (Willd) Drake,Asteraceae,Bangou2011,flowers,NA,diarrhea,digestive system disorders
Vernonia colorata (Willd.) Drake,Asteraceae,Nacoulma-Ouédraogo1996,flowers,NA,gastralgies,NA
Vernonia colorata (Willd.) Drake,Asteraceae,Nadembega2011,leaves,NA,stomach ache,skin/subcutaneous cellular tissue disorders
Vernonia colorata (Willd.) Drake,Asteraceae,Nadembega2011,leaves,decoction,liver disorders,NA
Vernonia colorata (Willd.) Drake,Asteraceae,Nacoulma-Ouédraogo1996,leaves,NA,diarrhea,digestive system disorders
Vernonia colorata (Willd.) Drake,Asteraceae,Nacoulma-Ouédraogo1996,leaves,NA,syncope,NA
Vernonia galamensis (Cass.) Less.,Asteraceae,Nacoulma-Ouédraogo1996,entire plant,juice,eczema,skin/subcutaneous cellular tissue disorders
Vernonia galamensis (Cass.) Less.,Asteraceae,Nacoulma-Ouédraogo1996,entire plant,juice,wet herpes,NA
Vernonia colorata (Willd.) Drake,Asteraceae,Nacoulma-Ouédraogo1996,leaves,NA,mycoses,NA
Vernonia colorata (Willd.) Drake,Asteraceae,Nacoulma-Ouédraogo1996,flowers,NA,pneumonia,NA
Vernonia colorata (Willd.) Drake,Asteraceae,Nacoulma-Ouédraogo1996,flowers,NA,jaundice,NA
Vernonia adoensis Sch.Bip. ex Walp.,Asteraceae,NA,twigs,NA,malaria,infections/infestations
Vernonia cinerea (L.) Less.,Asteraceae,Berhaut1974,roots,NA,vermifuge,NA
Vernonia cinerea (L.) Less.,Asteraceae,Kerharo & Adam1974,entire plant,NA,febrifuge,NA
Vernonia cinerea (L.) Less.,Asteraceae,Kerharo & Adam1974,entire plant,NA,vermifuge,NA
Vernonia colorata (Willd.) Drake,Asteraceae,Nadembega2011,leaves,juice,liver disorders,NA
Vernonia colorata (Willd.) Drake,Asteraceae,Nacoulma-Ouédraogo1996,bark,NA,sterility of women,NA
Vernonia colorata (Willd.) Drake,Asteraceae,Nacoulma-Ouédraogo1996,bark,NA,impotence of man,genitourinary system disorders
Vernonia colorata (Willd.) Drake,Asteraceae,Nacoulma-Ouédraogo1996,flowers,NA,epileptiform seizures,NA
Vernonia pumila Kotschy & Peyr.,Asteraceae,Berhaut1974,roots,NA,gonorrhea,infections/infestations
Vernonia colorata (Willd.) Drake,Asteraceae,Nacoulma-Ouédraogo1996,roots,NA,bilharzia,NA
Vernonia colorata (Willd.) Drake,Asteraceae,Nacoulma-Ouédraogo1996,roots,NA,sterility of women,NA
Vernonia colorata (Willd.) Drake,Asteraceae,Nacoulma-Ouédraogo1996,roots,NA,frigidity,NA
Vernonia colorata (Willd.) Drake,Asteraceae,Bangou2011,flowers,NA,diarrhea,digestive system disorders
Vernonia cinerea (L.) Less.,Asteraceae,Berhaut1974,entire plant,infusion,to small children from incontinence,NA
Vernonia cinerea (L.) Less.,Asteraceae,Krohmer2004,leaves,NA,eye problems,NA
Vernonia cinerea (L.) Less.,Asteraceae,Krohmer2004,leaves,NA,light fever,infections/infestations
Vernonia colorata (Willd.) Drake,Asteraceae,Nacoulma-Ouédraogo1996,bark,NA,fever,infections/infestations
Vernonia colorata (Willd.) Drake,Asteraceae,Nacoulma-Ouédraogo1996,leaves,NA,fever,infections/infestations
Vernonia colorata (Willd.) Drake,Asteraceae,Nacoulma-Ouédraogo1996,flowers,NA,fever,infections/infestations
Vernonia colorata (Willd.) Drake,Asteraceae,Nacoulma-Ouédraogo1996,flowers,NA,syncope,NA
Vernonia galamensis (Cass.) Less.,Asteraceae,Nacoulma-Ouédraogo1996,entire plant,powder,sternutatory,NA
Vernonia colorata (Willd.) Drake,Asteraceae,Nacoulma-Ouédraogo1996,flowers,NA,rashes,skin/subcutaneous cellular tissue disorders
Vernonia colorata (Willd.) Drake,Asteraceae,Nacoulma-Ouédraogo1996,flowers,NA,diarrhea,digestive system disorders
Vernonia colorata (Willd.) Drake,Asteraceae,Nacoulma-Ouédraogo1996,leaves,NA,agalactia,NA
Vernonia colorata (Willd.) Drake,Asteraceae,Bangou2011,flowers,NA,fever,infections/infestations
Vernonia colorata (Willd.) Drake,Asteraceae,Bangou2011,leaves,NA,antibiotic,NA
Vernonia galamensis (Cass.) Less.,Asteraceae,Nacoulma-Ouédraogo1996,entire plant,juice,dartre,NA
Vernonia colorata (Willd) Drake,Asteraceae,Bangou2011,flowers,NA,fever,infections/infestations
Vernonia colorata (Willd.) Drake,Asteraceae,Nacoulma-Ouédraogo1996,flowers,NA,ascaridiasis,NA
Vernonia colorata (Willd.) Drake,Asteraceae,Nacoulma-Ouédraogo1996,flowers,NA,gonorrhea,infections/infestations
Vernonia colorata (Willd.) Drake,Asteraceae,Nacoulma-Ouédraogo1996,flowers,NA,agalactia,NA
Vernonia colorata (Willd) Drake,Asteraceae,Bangou2011,flowers,NA,antibiotic,NA
Vernonia cinerea (L.) Less.,Asteraceae,Kerharo & Adam1974,leaves,NA,febrile conditions,NA
Vernonia pumila,Asteraceae,Ouoba2006,entire plant,NA,psychomotor disorders,NA
Vernonia colorata (Willd.) Drake,Asteraceae,Nacoulma-Ouédraogo1996,bark,NA,diarrhea,digestive system disorders
Vernonia colorata (Willd.) Drake,Asteraceae,Zerbo2011,leaves,NA,infections and infestations,infections/infestations
Vernonia pumila Kotschy & Peyr.,Asteraceae,Ouoba2006,entire plant,NA,psychomotor disorders,NA
Vernonia colorata (Willd.) Drake,Asteraceae,Nacoulma-Ouédraogo1996,bark,NA,bilharzia,NA
Vernonia colorata (Willd.) Drake,Asteraceae,Nacoulma-Ouédraogo1996,leaves,NA,pneumonia,NA
Vernonia colorata (Willd.) Drake,Asteraceae,Nadembega2011,leaves,NA,skin deseases,NA
Vernonia colorata (Willd.) Drake,Asteraceae,Nacoulma-Ouédraogo1996,roots,NA,diarrhea,digestive system disorders
Vetiveria fulvibarbis (Trin.) Stapf,Poaceae,Poilecot1999,entire plant,NA,albuminuria,genitourinary system disorders
Vigna unguiculata (L.) Walp.,Fabaceae,Nacoulma-Ouédraogo1996,leaves,NA,rickets,nutritional disorders
Vigna unguiculata (L.) Walp.,Fabaceae,Nacoulma-Ouédraogo1996,leaves,NA,dystocias,NA
Vigna unguiculata (L.) Walp.,Fabaceae,Nacoulma-Ouédraogo1996,flowers,NA,lumbago,muscular-skeletal system disorders
Vigna subterranea (L.) Verdc.,Fabaceae,Nadembega2011,leaves,NA,heart disorders,NA
Vigna unguiculata (L.) Walp.,Fabaceae,Nacoulma-Ouédraogo1996,leaves,NA,intestinal parasites,NA
Vigna subterranea (L.) Verdc.,Fabaceae,Nadembega2011,fruits,NA,diarrhea,digestive system disorders
Vigna unguiculata (L.) Walp.,Fabaceae,Nacoulma-Ouédraogo1996,leaves,NA,tachycardia,NA
Vigna subterranea (L.) Verdc.,Fabaceae,Nacoulma-Ouédraogo1996,seeds,NA,bilharzia,NA
Vigna unguiculata (L.) Walp.,Fabaceae,Nacoulma-Ouédraogo1996,flowers,NA,kidney stones,genitourinary system disorders
Vigna subterranea (L.) Verdc.,Fabaceae,Nacoulma-Ouédraogo1996,seeds,NA,polymorrhoea,NA
Vigna unguiculata (L.) Walp.,Fabaceae,Nacoulma-Ouédraogo1996,leaves,NA,senescence,NA
Vigna unguiculata (L.) Walp.,Fabaceae,Nadembega2011,seeds,NA,galactogogue,NA
Vigna unguiculata (L.) Walp.,Fabaceae,Nadembega2011,seeds,NA,cough,respiratory system disorders
Vigna subterranea (L.) Verdc.,Fabaceae,Nadembega2011,leaves,decoction,eyye diseases,infections/infestations
Vigna unguiculata (L.) Walp.,Fabaceae,Nacoulma-Ouédraogo1996,fruits,NA,dropsy,NA
Vigna subterranea (L.) Verdc.,Fabaceae,Nadembega2011,fruits,NA,malaria,infections/infestations
Vigna unguiculata (L.) Walp.,Fabaceae,Nadembega2011,flowers,maceration,powder,NA
Vigna unguiculata (L.) Walp.,Fabaceae,Zerbo2011,fruits,NA,poisons,NA
Vigna subterranea (L.) Verdc.,Fabaceae,Nadembega2011,fruits,maceration,eyye diseases,infections/infestations
Vigna unguiculata (L.) Walp.,Fabaceae,Nadembega2011,seeds,NA,powder,NA
Vigna unguiculata (L.) Walp.,Fabaceae,Nadembega2011,seeds,NA,liver disorders,NA
Vigna subterranea (L.) Verdc.,Fabaceae,Nadembega2011,leaves,NA,otitis,mental disorders
Vigna subterranea (L.) Verdc.,Fabaceae,Nacoulma-Ouédraogo1996,leaves,NA,digestive bloating,digestive system disorders
Vigna subterranea (L.) Verdc.,Fabaceae,Nacoulma-Ouédraogo1996,leaves,NA,envenomation,NA
Vigna subterranea (L.) Verdc.,Fabaceae,Nacoulma-Ouédraogo1996,leaves,NA,epilepsy,nervous system disorders
Vigna subterranea (L.) Verdc.,Fabaceae,Nadembega2011,fruits,NA,heart disorders,NA
Vigna subterranea (L.) Verdc.,Fabaceae,Nadembega2011,fruits,decoction,eyye diseases,infections/infestations
Vigna subterranea (L.) Verdc.,Fabaceae,Nadembega2011,leaves,maceration,eyye diseases,infections/infestations
Vigna unguiculata (L.) Walp.,Fabaceae,Nadembega2011,flowers,NA,powder,NA
Vigna unguiculata (L.) Walp.,Fabaceae,Nacoulma-Ouédraogo1996,fruits,NA,rheumatism,NA
Vigna subterranea (L.) Verdc.,Fabaceae,Nacoulma-Ouédraogo1996,seeds,NA,pollakiurie,genitourinary system disorders
Vigna subterranea (L.) Verdc.,Fabaceae,Nadembega2011,leaves,NA,sexual asthenia,NA
Vigna unguiculata (L.) Walp.,Fabaceae,Nadembega2011,flowers,NA,cough,respiratory system disorders
Vigna unguiculata (L.) Walp.,Fabaceae,Nadembega2011,flowers,NA,kid obesity,nutritional disorders
Vigna unguiculata (L.) Walp.,Fabaceae,Nadembega2011,flowers,NA,heart disorders,NA
Vigna unguiculata (L.) Walp.,Fabaceae,Nadembega2011,flowers,NA,malaria,infections/infestations
Vigna subterranea (L.) Verdc.,Fabaceae,Nacoulma-Ouédraogo1996,seeds,NA,internal contusions,NA
Vigna unguiculata (L.) Walp.,Fabaceae,Nadembega2011,flowers,charred,parkinson,NA
Vigna subterranea (L.) Verdc.,Fabaceae,Nadembega2011,fruits,NA,otitis,mental disorders
Vigna subterranea (L.) Verdc.,Fabaceae,Nacoulma-Ouédraogo1996,seeds,NA,poyrie,NA
Vigna unguiculata (L.) Walp.,Fabaceae,Nacoulma-Ouédraogo1996,fruits,NA,kidney disease,NA
Vigna unguiculata (L.) Walp.,Fabaceae,Nadembega2011,seeds,NA,muscular cramps,muscular-skeletal system disorders
Vigna subterranea (L.) Verdc.,Fabaceae,Nadembega2011,leaves,NA,diarrhea,digestive system disorders
Vigna subterranea (L.) Verdc.,Fabaceae,Nadembega2011,leaves,NA,malaria,infections/infestations
Vigna unguiculata (L.) Walp.,Fabaceae,Nacoulma-Ouédraogo1996,leaves,NA,pregnancy painful,pain
Vigna unguiculata (L.) Walp.,Fabaceae,Nadembega2011,flowers,NA,kwashiorkor,nutritional disorders
Vigna subterranea (L.) Verdc.,Fabaceae,Nadembega2011,fruits,NA,sexual asthenia,NA
Vigna unguiculata (L.) Walp.,Fabaceae,Nadembega2011,flowers,NA,galactogogue,NA
Vigna subterranea (L.) Verdc.,Fabaceae,Nacoulma-Ouédraogo1996,leaves,NA,abscess,NA
Vigna unguiculata (L.) Walp.,Fabaceae,Nadembega2011,seeds,NA,kwashiorkor,nutritional disorders
Vigna unguiculata (L.) Walp.,Fabaceae,Nadembega2011,seeds,NA,kid obesity,nutritional disorders
Vigna unguiculata (L.) Walp.,Fabaceae,Nadembega2011,seeds,charred,parkinson,NA
Vigna unguiculata (L.) Walp.,Fabaceae,Nadembega2011,seeds,maceration,powder,NA
Vigna subterranea (L.) Verdc.,Fabaceae,Nacoulma-Ouédraogo1996,seeds,NA,hematoma,NA
Vigna unguiculata (L.) Walp.,Fabaceae,Nacoulma-Ouédraogo1996,fruits,NA,drop,NA
Vigna unguiculata (L.) Walp.,Fabaceae,Nadembega2011,flowers,NA,liver disorders,NA
Vigna unguiculata (L.) Walp.,Fabaceae,Nacoulma-Ouédraogo1996,fruits,NA,obesity,nutritional disorders
Vigna unguiculata (L.) Walp.,Fabaceae,Nacoulma-Ouédraogo1996,fruits,NA,diabetes,NA
Vigna unguiculata (L.) Walp.,Fabaceae,Nadembega2011,seeds,NA,malaria,infections/infestations
Vigna unguiculata (L.) Walp.,Fabaceae,Nadembega2011,flowers,NA,muscular cramps,muscular-skeletal system disorders
Vigna unguiculata (L.) Walp.,Fabaceae,Nadembega2011,seeds,NA,heart disorders,NA
Vitellaria paradoxa C.F.Gaertn.,Sapotaceae,Nadembega2011,fruits,NA,fever,infections/infestations
Vitellaria paradoxa C.F.Gaertn.,Sapotaceae,Nacoulma-Ouédraogo1996,bark,NA,hemorrhoids,circulatory system disorders
Vitellaria paradoxa C. F. Gaertn.,Sapotaceae,Zerbo2011,roots,NA,digestive disorders,NA
Vitellaria paradoxa C.F.Gaertn.,Sapotaceae,Nadembega2011,leaves,NA,malnutrition,nutritional disorders
Vitellaria paradoxa C.F.Gaertn.,Sapotaceae,Nacoulma-Ouédraogo1996,leaves,NA,hyper-azotemia,NA
Vitellaria paradoxa C.F.Gaertn.,Sapotaceae,Nacoulma-Ouédraogo1996,leaves,NA,malaria,infections/infestations
Vitellaria paradoxa C. F. Gaertn.,Sapotaceae,Zerbo2011,roots,NA,injuries,injuries
Vitellaria paradoxa C.F.Gaertn.,Sapotaceae,Kirstensen2003,resin/latex/juice,NA,snake bite,poisonings
Vitellaria paradoxa C.F.Gaertn.,Sapotaceae,Nacoulma-Ouédraogo1996,seeds,NA,dyspnea,NA
Vitellaria paradoxa C. F. Gaertn.,Sapotaceae,Zerbo2007,bark,NA,colds,infections/infestations
Vitellaria paradoxa C.F.Gaertn.,Sapotaceae,Nadembega2011,leaves,decoction,powder,NA
Vitellaria paradoxa C.F.Gaertn.,Sapotaceae,Nadembega2011,fruits,NA,malaria,infections/infestations
Vitellaria paradoxa C. F. Gaertn.,Sapotaceae,Zerbo2011,roots,NA,skin disorders,NA
Vitellaria paradoxa C.F.Gaertn.,Sapotaceae,Nacoulma-Ouédraogo1996,leaves,NA,cholecystopathy,abnormalities
Vitellaria paradoxa C.F.Gaertn.,Sapotaceae,Nadembega2011,leaves,NA,throat sore,skin/subcutaneous cellular tissue disorders
Vitellaria paradoxa C.F.Gaertn.,Sapotaceae,Kirstensen2003,seeds,NA,wounds,injuries
Vitellaria paradoxa C.F.Gaertn.,Sapotaceae,Zerbo2011,leaves,NA,pregnancy-birth disorders,NA
Vitellaria paradoxa C.F.Gaertn.,Sapotaceae,Nadembega2011,leaves,NA,mental disorders,mental disorders
Vitellaria paradoxa C.F.Gaertn.,Sapotaceae,Nadembega2011,leaves,NA,powder,NA
Vitellaria paradoxa C.F.Gaertn.,Sapotaceae,Nacoulma-Ouédraogo1996,seeds,NA,ulcers,skin/subcutaneous cellular tissue disorders
Vitellaria paradoxa C.F.Gaertn.,Sapotaceae,Nadembega2011,fruits,NA,throat sore,skin/subcutaneous cellular tissue disorders
Vitellaria paradoxa C. F. Gaertn.,Sapotaceae,Zerbo2007,bark,NA,dysentery,NA
Vitellaria paradoxa C.F.Gaertn.,Sapotaceae,Ky2009,bark,NA,stomach ache,skin/subcutaneous cellular tissue disorders
Vitellaria paradoxa C.F.Gaertn.,Sapotaceae,Ky2009,bark,decoction,dermatoses,NA
Vitellaria paradoxa C.F.Gaertn.,Sapotaceae,Nadembega2011,leaves,NA,eye deseases,NA
Vitellaria paradoxa C.F.Gaertn.,Sapotaceae,Nadembega2011,roots,NA,navel bread,NA
Vitellaria paradoxa C.F.Gaertn.,Sapotaceae,Nadembega2011,leaves,NA,skin deseases,NA
Vitellaria paradoxa C.F.Gaertn.,Sapotaceae,Nadembega2011,fruits,NA,cream,NA
Vitellaria paradoxa,Sapotaceae,Sereme2008,fruits,NA,pulmonary pain,pain
Vitellaria paradoxa C.F.Gaertn.,Sapotaceae,Nadembega2011,leaves,NA,fever,infections/infestations
Vitellaria paradoxa C.F.Gaertn.,Sapotaceae,Nadembega2011,leaves,NA,headache,skin/subcutaneous cellular tissue disorders
Vitellaria paradoxa C.F.Gaertn.,Sapotaceae,Nadembega2011,fruits,NA,heart disorders,NA
Vitellaria paradoxa C.F.Gaertn.,Sapotaceae,Nadembega2011,leaves,NA,vermifuge,NA
Vitellaria paradoxa C.F.Gaertn.,Sapotaceae,Nadembega2011,leaves,NA,hiccup,NA
Vitellaria paradoxa C.F.Gaertn.,Sapotaceae,Nadembega2011,roots,NA,hemorrhoids,circulatory system disorders
Vitellaria paradoxa C.F.Gaertn.,Sapotaceae,Nacoulma-Ouédraogo1996,leaves,NA,headache,skin/subcutaneous cellular tissue disorders
Vitellaria paradoxa C. F. Gaertn.,Sapotaceae,Zerbo2011,roots,NA,musculoskeletal problems,NA
Vitellaria paradoxa C.F.Gaertn.,Sapotaceae,Nadembega2011,fruits,NA,hemorrhoids,circulatory system disorders
Vitellaria paradoxa C.F.Gaertn.,Sapotaceae,Nadembega2011,roots,NA,vermifuge,NA
Vitellaria paradoxa C.F.Gaertn.,Sapotaceae,Nadembega2011,roots,NA,hiccup,NA
Vitellaria paradoxa C.F.Gaertn.,Sapotaceae,Nadembega2011,roots,NA,lung disorders,NA
Vitellaria paradoxa C.F.Gaertn.,Sapotaceae,Nadembega2011,roots,NA,heart disorders,NA
